,Product_name,Prices,Description,Reviews
203,"realme P4x 5G (Matte Silver, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
204,"realme P4x 5G (Lake Green, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
205,"REDMI Note 15 SE 5G Snapdragon (Frosted White, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
206,"realme P4x 5G (Elegant Pink, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
207,"realme P4x 5G (Matte Silver, 128 GB)","₹19,499",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
208,"REDMI Note 15 SE 5G Snapdragon (Crimson Reserve, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
209,"vivo T5x 5G (Star Silver, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
210,"vivo T4R 5G (Twilight Blue, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
211,"vivo T4R 5G (Arctic White, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
212,"REDMI Note 15 SE 5G Snapdragon (Carbon Black, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
213,"OPPO K14 5G (Icy Blue, 256 GB)","₹21,999",6 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
214,"OPPO K14 5G (Prism White, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
215,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
216,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
217,"vivo T5x 5G (Star Silver, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
218,"vivo T4R 5G (Arctic White, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
219,"REDMI Note 15 SE 5G Snapdragon (Carbon Black, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
220,"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
221,"OPPO K14 5G (Prism White, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
222,"vivo T4R 5G (Twilight Blue, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
223,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
224,"vivo T5x 5G (Star Silver, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
225,"OPPO K14 5G (Icy Blue, 256 GB)","₹21,999",6 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
226,"vivo T4R 5G (Twilight Blue, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
227,"vivo T4R 5G (Arctic White, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
228,"Infinix GT 30 5G+ Cyber Blue 256 (Cyber Blue, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
229,"Infinix GT 30 5G+ Pulse Green 256 (Pulse Green, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
230,"Infinix GT 30 5G+ Pulse Green 128 (Pulse Green, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
231,"REDMI Note 15 SE 5G Snapdragon (Frosted White, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
232,"OPPO K14 5G (Prism White, 256 GB)","₹21,999",6 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
233,"REDMI Note 15 SE 5G Snapdragon (Carbon Black, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
234,"Infinix GT 30 5G+ Blade White 256 (Blade White, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
235,"OPPO K14 5G (Prism Violet, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
236,"REDMI Note 15 SE 5G Snapdragon (Crimson Reserve, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP Rear Camera | 20MP Front Camera5800 mAh Lithium-Ion Polymer BatterySnapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
237,"OPPO K14 5G (Prism Violet, 256 GB)","₹21,999",6 GB RAM | 256 GB ROM17.14 cm (6.75 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
238,"Infinix GT 30 5G+ Blade White 128 (Blade White, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
239,"Samsung Galaxy A17 5G (Blue, 128 GB)","₹20,695",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
240,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
241,"realme P4 5G (Engine Blue, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
242,"realme P4 5G (Forge Red, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
243,"Samsung Galaxy A17 5G (Gray, 128 GB)","₹19,403",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
244,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 16MP Front Camera7000 mAh BatterySnapdragon 6 Gen 4 Processor80W SUPERVOOC Charger1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,4.4
245,"POCO M8 (Glacial Blue, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
246,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 16MP Front Camera7000 mAh BatterySnapdragon 6 Gen 4 Processor80W SUPERVOOC Charger1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,4.4
247,"POCO M8 (Carbon Black, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
248,"IQOO Z10R 5G (Moonstone, 128 GB)","₹23,490",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,4.4
249,"Samsung Galaxy A17 5G (Black, 128 GB)","₹20,796",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
250,"POCO M8 (Glacial Blue, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
251,"Samsung Galaxy A17 5G (Blue, 128 GB)","₹19,375",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
252,"REDMI 15 5G (Midnight Black, 128 GB)","₹20,389",8 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
253,"Samsung Galaxy A17 5G (Gray, 128 GB)","₹20,938",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
254,"MOTOROLA g37 power (PANTONE Impenetrable, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.92 cm (6.66 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6400 Processor1 Year on Handset and 6 Months on Accessories,4.2
255,"REDMI 15 5G (Frosted White, 128 GB)","₹20,878",8 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
256,"REDMI 15 5G (Frosted White, 128 GB)","₹19,996",6 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
257,"REDMI 15C 5G (Moonlight Blue, 128 GB)","₹18,650",8 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
258,"MOTOROLA g57 power 5G Snapdragon (Pantone Corsair, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 8MP Front Camera7000 mAh Battery6s Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
259,"Samsung M36 5G (Serene Green / Light Green, 128 GB)","₹19,350",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.1
260,"POCO M8 (Carbon Black, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
261,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
262,"REDMI 15 5G (Midnight Black, 128 GB)","₹20,495",6 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
263,"POCO X7 5G (Cosmic Silver, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
264,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
265,"REDMI 15 5G (Midnight Black, 128 GB)","₹20,495",6 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
266,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
267,"POCO M8 (Glacial Blue, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
268,"REDMI 15 5G (Midnight Black, 256 GB)","₹22,790",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
269,"Samsung M36 5G (Velvet Black / Black, 128 GB)","₹20,528",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.1
270,"realme P4 5G (Steel Grey, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
271,"POCO X7 5G (Cosmic Silver, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
272,"realme P4 5G (Forge Red, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
273,"MOTOROLA g37 power (PANTONE Nautical Blue, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.92 cm (6.66 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6400 Processor1 Year on Handset and 6 Months on Accessories,4.2
274,"realme P4 5G (Steel Grey, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
275,"POCO M8 (Frost Silver, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
276,"REDMI Note 14 SE 5G (Crimson Art, 128 GB)","₹21,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories,4.2
277,"Samsung Galaxy A14 5G (Black, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.1
278,"MOTOROLA g67 power 5G Snapdragon (Pantone Cilantro, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera7000 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3
279,"realme Narzo 90x 5G (Nitro Blue, 128 GB)","₹20,990",8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Display50MP Rear Camera7000 mAh Battery12 Months Brand Warranty,4.3
280,"MOTOROLA g57 power 5G Snapdragon (Pantone Regatta, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 8MP Front Camera7000 mAh Battery6s Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
281,"Samsung M36 5G (Orange Haze / Orange, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.1
282,"realme P4 5G (Forge Red, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
283,"realme P4 5G (Engine Blue, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
284,"POCO M8 (Frost Silver, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
285,"MOTOROLA g37 power (PANTONE Capri, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.92 cm (6.66 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6400 Processor1 Year on Handset and 6 Months on Accessories,4.2
286,"realme P4R 5G (Lavender Glare, 256 GB)","₹22,999",6 GB RAM | 256 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
287,"IQOO Z11X 5G (Prismatic Green, 128 GB)","₹24,999","8 GB RAM | 128 GB ROM | Expandable Upto 8 GB17.17 cm (6.76 inch) HD+ Display50MP + 50MP | 32MP Dual Front Camera7200 mAh BatteryMediaTek Dimensity 7400-Turbo Processorone-year warranty on the handset, six months for accessories",4.4
288,"LAVA Agni 3 5G (Pristine Glass, 256 GB)","₹23,499",8 GB RAM | 256 GB ROM17.14 cm (6.75 inch) Display50MP Rear Camera5000 mAh Battery1 Year for Handset,3.8
289,"realme P4R 5G (Silver Glare, 256 GB)","₹22,999",6 GB RAM | 256 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
290,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
291,"IQOO Z11X 5G (‎Prismatic Green, 128 GB)","₹24,770","6 GB RAM | 128 GB ROM | Expandable Upto 6 GB17.17 cm (6.76 inch) HD+ Display50MP + 50MP | 32MP Dual Front Camera7200 mAh BatteryMediaTek Dimensity 7400-Turbo Processorone-year warranty on the handset, six months for accessories",4.3
